transaction_id,client_id,is_hotel,amount_usd,fraud_probability_federated,is_fraud
e4fe58c9-600e-4748-8477-b259f6ca36d7,GT-EST-CL-00003400,False,23.13,0.061564,0
f1e2d6f3-0a0e-4182-a504-05dd0b4362f1,GT-EST-CL-00003149,True,95.98,0.083325,0
50cafde6-2c30-4258-a076-154c04d8c7de,GT-EST-CL-00004288,False,1.55,0.138931,0
1a18713d-093d-4a76-ad31-ecf2ebd26ebd,GT-EST-CL-00001815,False,118.56,0.440775,0
f5e3519c-1205-441c-a094-48ab0e8d888c,GT-EST-CL-00001998,False,9.8,0.048345,0
1d00485b-6b46-4faf-bbad-f66380fa8a62,GT-EST-CL-00001364,False,17.09,0.056738,0
23d20ab2-3be2-48eb-b05b-b3ccf6ef9e74,GT-EST-CL-00002175,False,37.53,0.056224,0
6a343473-4d7a-42b0-8cf4-2b51664c10dc,GT-EST-CL-00000057,False,6.76,0.060378,0
9d8d827b-ccb1-43cc-88b4-f0130c65996f,GT-EST-CL-00003233,False,8.02,0.055143,0
ca32280a-7ed3-4acd-86ab-a46db2af0351,GT-EST-CL-00000709,False,3.53,0.072373,0
51c90d3c-d868-46af-9b8a-c91c284cbb08,GT-EST-CL-00001131,False,26.27,0.083607,0
3ce9b2f7-bafd-45bf-a638-6a34606d30c2,GT-EST-CL-00004002,False,4.82,0.043026,0
aab2d65e-d745-4713-8106-a8ca90a0f009,GT-EST-CL-00002742,False,41.36,0.050599,0
e11887a2-d98a-4664-886d-e5621fa34957,GT-EST-CL-00002944,False,27.19,0.04996,0
004a2159-ee59-482f-bce0-8e6f39261fee,GT-EST-CL-00004747,False,8.7,0.055921,0
31c5ee3b-6c86-438b-be93-d67e6cd117e3,GT-EST-CL-00003153,False,0.26,0.146694,0
86d9c0d7-a0b6-4a4d-b4e0-c74d9d29dbc2,GT-EST-CL-00002360,False,2.83,0.057855,0
782841a2-399b-4ee3-b8fc-16cb53649704,GT-EST-CL-00002507,False,5.09,0.049453,0
5be5cd28-ea57-4f70-84e1-fe4b5421f904,GT-EST-CL-00002890,False,170.31,0.100871,0
af4baebb-4791-40bd-a41e-600d07cdeb05,GT-EST-CL-00001183,False,6.7,0.038279,0
68eda502-10c2-4dc4-bfc3-0ee3a4e71caf,GT-EST-CL-00003357,False,28.88,0.048471,0
7734d7af-a1ee-4338-b5d9-8a807aa780a4,GT-EST-CL-00004606,False,3.35,0.077214,0
a611ecc4-16dd-4800-a5e5-92d2cff28754,GT-EST-CL-00002691,False,7.15,0.042743,0
23620f68-56ae-426a-860a-64c1f9fa8927,GT-EST-CL-00002563,False,0.78,0.126859,0
f6813ff8-af1c-434e-a4be-d8110f9faf70,GT-EST-CL-00004085,False,12.79,0.043603,0
567e4787-f64b-45dd-8f8b-1f421fef6fef,GT-EST-CL-00002743,False,27.2,0.04444,0
583f727b-0f08-4a35-b8ca-db82c7afe518,GT-EST-CL-00001923,False,21.16,0.044972,0
13fc2737-5643-491d-9b45-872dfcdc4208,GT-EST-CL-00000066,False,44.91,0.059566,0
ed7b412d-28e9-4db4-a258-b336ec9985cc,GT-EST-CL-00002991,False,0.26,0.143453,0
d846a29a-f953-4048-bbb4-3466f9928a1c,GT-EST-CL-00002787,False,8.84,0.060192,0
4ee37635-8d16-4682-8d3d-da7b473d2c63,GT-EST-CL-00000958,False,20.82,0.069368,0
005b1573-6bd9-40f1-90ae-f2195b31dc01,GT-EST-CL-00000474,False,2.41,0.124068,0
4a3768c0-3dd6-4372-9d3b-f9d064b7fd22,GT-EST-CL-00003997,False,14.14,0.024049,0
3d540b7b-0e64-4d66-a9b6-9c25b749e65a,GT-EST-CL-00003235,False,148.19,0.034856,0
26e9beec-f814-4d3d-a9b5-f4003c94252d,GT-EST-CL-00000771,False,29.86,0.376456,0
9125662e-10ba-48b0-94cf-4109b479d75f,GT-EST-CL-00002017,False,41.89,0.074208,0
0cb26baf-b59c-48dc-a40b-e892b349b969,GT-EST-CL-00003850,False,9.48,0.053846,0
de7de111-d48c-43b7-947c-9106e112771b,GT-EST-CL-00000169,False,6.79,0.060431,0
e34b92d2-b159-46bc-8c92-68c5f5ceb130,GT-EST-CL-00000837,False,20.52,0.050378,0
22c655f1-658a-4730-87f5-32829e040b52,GT-EST-CL-00003261,False,3.99,0.033245,0
1a55198f-8d8e-4577-8b29-37c0f9566155,GT-EST-CL-00002527,False,4.77,0.069592,0
9f294522-ce00-42c7-be59-b9c783bcd5ed,GT-EST-CL-00004045,False,15.22,0.051793,0
aa8b86f0-79ef-4fbc-85c7-1338e4903a41,GT-EST-CL-00000439,False,20.27,0.056996,0
3f104ea8-62da-4f2e-b9ef-782825e54fe3,GT-EST-CL-00002424,False,8.36,0.067197,0
c412f597-e0d3-4229-a4ca-44afbc4051b1,GT-EST-CL-00000459,False,6.91,0.053136,0
51681519-55c3-41d2-a7bd-a7edabe66ee4,GT-EST-CL-00004860,False,6.63,0.043295,0
6fa16592-c8fa-40ee-a11b-fc2f9d4503d3,GT-EST-CL-00000864,False,9.03,0.050888,0
858a38cf-63f8-4b1c-800d-960233ac7994,GT-EST-CL-00003969,False,17.37,0.067119,0
ecff3e49-24a3-4d7c-ade7-6290b848e6b8,GT-EST-CL-00000981,False,9.9,0.051646,0
